COUNTY,STATE,counter_sum
SUFFOLK,NY,7372
5,AZ,5943
Ocean,NJ,4937
McCurtain,OK,4039
Polk,FL,4010
St. Louis,MN,3895
MONROE,NY,3552
ORANGE,NY,3519
Volusia,FL,3402
Riverside,CA,3274
Atlantic,NJ,3237
Smith,TX,3106
RIVERSIDE,CA,3084
Santa Rosa,FL,3020
NASSAU,NY,2940
ROCKLAND,NY,2854
ERIE,NY,2849
Rusk,TX,2793
Pushmataha,OK,2788
Upshur,TX,2717
Lee,FL,2639
49,ID,2620
Laurens,GA,2578
Mohave,AZ,2568
Cherokee,TX,2545
Levy,FL,2496
QUEENS,NY,2480
Adair,OK,2452
Jasper,TX,2434
Cass,TX,2417
Highlands,FL,2353
29,OR,2348
Collier,FL,2289
Charlotte,FL,2228
Marion,FL,2226
Cumberland,NJ,2188
WESTCHESTER,NY,2178
Mobile,AL,2144
Cherokee,OK,2120
RICHMOND,NY,2114
Putnam,FL,2073
Lincoln,NV,2037
Harrison,TX,2028
Latimer,OK,2023
Anderson,TX,1988
18,OR,1961
Navarro,TX,1951
Bowie,TX,1942
Burlington,NJ,1909
Pine,MN,1903
Wood,TX,1893
ST LAWRENCE,NY,1871
RENSSELAER,NY,1869
Richmond,NC,1868
Camden,NJ,1863
Rio Blanco,CO,1863
Maricopa,AZ,1857
ALBANY,NY,1847
Bastrop,TX,1845
KINGS,NY,1839
DUTCHESS,NY,1836
Sarasota,FL,1826
89,SC,1803
Elko,NV,1801
ULSTER,NY,1781
Suwannee,FL,1756
Lake,FL,1746
Newton,TX,1732
Robeson,NC,1729
Hidalgo,TX,1723
33,OR,1723
Alachua,FL,1708
Walton,FL,1706
Delaware,OK,1704
Erath,TX,1697
Crow Wing,MN,1672
Laurens             ,GA,1668
Lamar,MS,1661
Citrus,FL,1653
SARATOGA,NY,1653
Morrison,MN,1632
Baldwin,AL,1627
Morris,NJ,1614
Moffat,CO,1600
Kanawha,WV,1592
BRONX,NY,1591
Pearl River,MS,1586
17,OR,1585
Brevard,FL,1585
Spokane County,WA,1584
Montgomery,TX,1566
8,SC,1556
Hunt,TX,1552
Bay,FL,1541
Moore,NC,1534
Jefferson Davis,MS,1505
Atascosa,TX,1493
10,OR,1486
Harnett,NC,1485
FRESNO,CA,1472
Red River,TX,1467
Taylor,FL,1457
Dodge,GA,1456
Mesa,CO,1455
Okeechobee,FL,1444
JEFFERSON,NY,1436
Bell,TX,1436
Harrison,MS,1436
Columbia,FL,1434
Kaufman,TX,1428
Flagler,FL,1426
Clay,FL,1420
Henderson,TX,1414
Itasca,MN,1411
Palo Pinto,TX,1408
Sussex,NJ,1404
Missoula,MT,1392
20,OR,1386
Gregg,TX,1386
Titus,TX,1374
Duval,FL,1371
Panola,TX,1371
Sequoyah,OK,1364
Tyler,TX,1362
Le Flore,OK,1355
Pasco,FL,1350
Hancock,MS,1347
Beauregard,LA,1346
Marion,MS,1339
Ada,ID,1330
Beltrami,MN,1322
Cass,MN,1318
ONONDAGA,NY,1312
Middlesex,NJ,1311
Polk,GA,1311
White Pine,NV,1300
Tooele,UT,1294
Orange,FL,1291
005,AZ,1288
Jackson,FL,1288
Hardin,TX,1287
Tarrant,TX,1283
Caldwell,NC,1280
Hill,TX,1267
Becker,MN,1267
Kern,CA,1258
San Juan,UT,1256
Cooke,TX,1255
ONEIDA,NY,1253
Stevens County,WA,1252
Lincoln,MS,1246
Pittsburg,OK,1244
MERCED,CA,1243
Aitkin,MN,1238
Perry,KY,1238
NIAGARA,NY,1231
Litchfield,CT,1223
Angelina,TX,1221
Clearwater,ID,1218
CLINTON,NY,1206
Scotland,NC,1205
Jackson,MS,1204
Wichita,TX,1198
Wayne,WV,1197
San Juan,NM,1195
29,SC,1194
Ware,GA,1189
Marinette,WI,1187
Escambia,FL,1181
Washington,GA,1180
Collin,TX,1176
Jackson,OR,1176
Telfair,GA,1170
Starr,TX,1168
Garfield,CO,1163
Flathead,MT,1156
Williamsburg,SC,1153
Toombs,GA,1152
Parker,TX,1151
Dixie,FL,1147
Pinal,AZ,1136
Grimes,TX,1135
SULLIVAN,NY,1132
Miami Dade,FL,1128
STEUBEN,NY,1128
Leake,MS,1125
San Diego,CA,1121
Cochise,AZ,1117
Hernando,FL,1106
Lamar,TX,1103
Bexar,TX,1097
32,SC,1091
Twiggs,GA,1091
Osceola,FL,1089
Talladega,AL,1089
Marion,TX,1086
Monmouth,NJ,1086
Mingo,WV,1086
Montague,TX,1086
Decatur,GA,1083
Clark,NV,1083
Deschutes,OR,1078
Wayne,GA,1076
Nacogdoches,TX,1075
BROOME,NY,1075
Lassen,CA,1073
Floyd,GA,1073
BUTTE,CA,1068
Taylor,TX,1058
Emanuel,GA,1048
Williamson,TX,1047
Carlton,MN,1046
Hillsborough,FL,1042
McLennan,TX,1042
Pike,KY,1039
Somerset,NJ,1038
Sherburne,MN,1035
WASHINGTON,ME,1034
Madison,FL,1033
Coffee,GA,1032
Mercer,WV,1032
WARREN,NY,1028
New Haven,CT,1027
Hendry,FL,1019
Iron,UT,1018
Orangeburg,SC,1012
CHAUTAUQUA,NY,1011
Houston,TX,1011
Coryell,TX,1010
Kane,UT,1004
38,SC,1001
Amite,MS,1001
MADERA,CA,1001
Palm Beach,FL,1000
Adams,WI,997
Lowndes,GA,996
Fannin,TX,995
Okanogan County,WA,993
Okaloosa,FL,987
Washington,AL,986
Clay,TX,985
47,WA,981
Pike,MS,977
Freestone,TX,975
Mitchell,GA,971
Walker,AL,970
WASHINGTON,NY,967
Brooks,GA,966
Warren,NJ,964
Lincoln,WV,963
Raleigh,WV,961
Haralson,GA,957
Bosque,TX,956
Gloucester,NJ,956
San Bernardino,CA,955
Eddy,NM,954
Berrien,GA,952
5,OR,950
049,ID,950
OSWEGO,NY,946
Frio,TX,945
Washington,UT,945
Brantley,GA,944
Effingham,GA,939
19,OR,938
Nassau,FL,936
Appling,GA,935
Attala,MS,931
12,OR,930
Escambia,AL,928
PENOBSCOT,ME,922
7,AZ,922
Bonner,ID,922
Baker,FL,921
PUTNAM,NY,920
Cape May,NJ,918
Logan,WV,917
LOS ANGELES,CA,914
14,SC,913
Bulloch,GA,913
El Dorado,CA,913
Lowndes             ,GA,911
Screven,GA,905
Treutlen,GA,904
Dallas,TX,904
Brown,TX,904
SAN DIEGO,CA,902
McDowell,WV,902
53,MT,900
Chattooga,GA,899
1,AZ,898
GREENE,NY,898
Wise,TX,895
Washoe,NV,892
Florence,SC,892
27,SC,892
Shasta,CA,891
23,OR,890
FRANKLIN,NY,889
Glades,FL,889
105,CA,888
MB,AL,887
UTAH,UT,883
ONTARIO,NY,879
CATTARAUGUS,NY,879
Columbia,WI,877
39,NM,872
Burke,NC,870
ESSEX,NY,868
Polk,TX,868
COLUMBIA,NY,868
Montrose,CO,865
Van Zandt,TX,863
Tattnall,GA,863
Sweetwater,WY,859
63,MT,858
Andrews,TX,855
Young,TX,851
Roseau,MN,851
Rapides,LA,849
Gillespie,TX,846
Grayson,TX,841
Kanabec,MN,840
WAYNE,NY,840
Harney,OR,839
Hamilton,FL,836
Floyd,KY,835
Jeff Davis,GA,835
Humboldt,NV,835
AROOSTOOK,ME,832
Dodge               ,GA,831
Jones,MS,831
Bartow              ,GA,830
Catawba,NC,830
BW,AL,828
San Jacinto,TX,828
Lake,OR,827
Colleton,SC,825
Bradford,FL,825
Martin,FL,824
Callahan,TX,824
Aiken,SC,822
Cherokee            ,GA,822
PLACER,CA,822
Bartow,GA,822
Berkeley,SC,821
Johnson,GA,818
Denton,TX,817
Hunterdon,NJ,816
Lawrence,MS,814
Douglas,OR,813
Portage,WI,813
Holmes,FL,812
Cook,GA,811
Columbus,NC,810
Mille Lacs,MN,809
NEW YORK,NY,809
37,CA,809
Liberty,GA,806
SHASTA,CA,805
Rio Arriba,NM,803
Clay,KY,801
St Johns,FL,801
Camp,TX,800
Tift,GA,799
Tuolumne,CA,799
Burke,GA,798
Onslow,NC,798
Burleson,TX,797
Walker,TX,796
Grady,GA,795
Tangipahoa,LA,791
2,SC,778
Yavapai,AZ,777
Knott,KY,777
Waushara,WI,777
Williamsburg County,SC,776
25,AZ,775
LIVINGSTON,NY,775
Wheeler,GA,775
Tom Green,TX,772
Klickitat County,WA,772
Oconto,WI,771
Colquitt,GA,771
Lee,NC,771
EL DORADO,CA,771
41,SC,771
Josephine,OR,770
Washington,FL,769
Burnett,WI,767
Ellis,TX,766
Pulaski,GA,764
Early,GA,763
Howard,TX,763
Covington,MS,761
Wayne,MS,760
Paulding,GA,760
Wilcox,GA,759
Holmes,MS,759
Aroostook,ME,757
Chaves,NM,756
Jefferson,AL,756
McIntosh,GA,754
Boone,WV,753
Juneau,WI,750
Carroll,GA,749
Anson,NC,747
Iredell,NC,746
George,MS,744
Pierce,GA,744
SAN BERNARDINO,CA,744
Telfair             ,GA,742
Cherokee,AL,742
61,MT,741
Jones,GA,740
Bladen,NC,738
Thomas,GA,737
Union,NC,736
Knox,KY,736
Valley,ID,734
Lane,OR,733
Allen,LA,733
Elmore,ID,732
Emanuel             ,GA,731
Worth,GA,731
79,ID,731
Penobscot,ME,730
Forrest,MS,730
17,AZ,728
Copiah,MS,727
Walker,GA,726
Burke               ,GA,726
Jefferson,GA,724
Horry,SC,722
St. Johns,FL,721
037,CA,720
Brunswick,NC,719
Liberty             ,GA,717
Aiken County,SC,717
Orangeburg County,SC,717
Marquette,WI,715
Upson,GA,714
Vernon,LA,714
26,SC,714
Oneida,WI,712
Juab,UT,711
Indian River,FL,707
Camden,MO,706
3,NM,706
Benton,MN,705
Ben Hill,GA,704
Stanly,NC,703
Haralson            ,GA,701
Gilchrist,FL,701
CHEMUNG,NY,701
Wyoming,WV,701
37,OR,701
Hall,GA,700
Twiggs              ,GA,698
Chilton,AL,697
Caldwell,TX,697
Burnet,TX,695
Cleveland,NC,695
Chattooga           ,GA,695
Decatur             ,GA,694
McIntosh            ,GA,693
Valencia,NM,691
Prentiss,MS,691
FULTON,NY,690
Clearwater,MN,687
Cabell,WV,686
Hardee,FL,684
Long,GA,681
Lumpkin,GA,680
Marshall,MS,680
Bulloch             ,GA,680
Idaho,ID,676
SCHENECTADY,NY,676
Limestone,TX,676
17,CA,675
BOX ELDER,UT,675
Thurston County,WA,674
Passaic,NJ,673
Cleburne,AL,672
Effingham           ,GA,672
Brantley            ,GA,672
Panola,MS,672
Bacon,GA,671
Wilson,TX,671
Sauk,WI,671
Malheur,OR,670
Isanti,MN,669
Crawford,GA,668
Brazos,TX,668
Chatham,NC,668
Coweta              ,GA,666
Magoffin,KY,665
Lubbock,TX,665
Perry,MS,664
Campbell,WY,663
SONOMA,CA,663
Macon,AL,662
35,OR,660
Winston,MS,660
93,CA,657
Kootenai,ID,656
Utah,UT,651
Brooks              ,GA,650
Sumter,GA,650
Madison,MS,648
6,OR,648
Gordon              ,GA,647
Coconino,AZ,646
Buncombe,NC,646
Coweta,GA,644
Conecuh,AL,642
TEHAMA,CA,641
Hoke,NC,640
Natrona,WY,639
Lea,NM,636
Appling             ,GA,636
Waupaca,WI,636
Travis,TX,636
Gaines,TX,636
Worth               ,GA,635
Jim Wells,TX,635
Washington,ME,634
Bleckley,GA,634
Butte,CA,633
Douglas,WI,632
18,SC,632
Grand,UT,630
Darlington,SC,629
Washington,LA,626
Atkinson,GA,624
Hubbard,MN,622
Fayette,WV,622
Rutherford,NC,621
Polk                ,GA,621
Chesterfield,SC,620
Mahnomen,MN,620
Walthall,MS,619
Candler,GA,619
Camden              ,GA,617
Berkeley County,SC,617
Haskell,OK,615
Treutlen            ,GA,614
Medina,TX,613
Victoria,TX,613
Kittson,MN,613
Alcorn,MS,612
7,WA,612
Wilkinson,GA,611
Manatee,FL,611
Montgomery,NC,609
Wadena,MN,609
Breathitt,KY,608
Sabine,TX,608
Monroe,GA,607
Tishomingo,MS,607
Camden,GA,606
Gadsden,FL,605
Sampson,NC,604
Rowan,NC,600
Clarendon,SC,599
Crook,OR,599
Surry,NC,599
YORK,ME,599
Jasper,MS,598
017,OR,597
Toombs              ,GA,597
43,NM,597
Wayne               ,GA,594
Gulf,FL,593
Walker              ,GA,592
Guadalupe,TX,591
Charlton,GA,591
Autauga,AL,590
JF,AL,588
Scurry,TX,585
Atoka,OK,585
MENDOCINO,CA,583
Floyd               ,GA,583
Coffee              ,GA,583
Bell,KY,582
Wayne,NC,582
Livingston,LA,580
Stone,MS,580
Irwin,GA,580
61,OR,580
Owyhee,ID,580
DELAWARE,NY,580
Lee,TX,579
Madison,NC,578
Siskiyou,CA,578
Klamath,OR,578
Lauderdale,AL,577
Nevada,CA,574
Gaston,NC,574
Florence County,SC,574
Lexington,SC,573
St. Lucie,FL,570
Seminole,GA,569
Lafayette,FL,568
Sumter,SC,566
Jasper,SC,566
Archer,TX,565
Sabine,LA,565
Montezuma,CO,565
Butler,AL,564
HUMBOLDT,CA,564
Eagle,CO,564
Jeff Davis          ,GA,564
Tift                ,GA,563
Pickens             ,GA,563
Jenkins,GA,562
Randolph,NC,562
GENESEE,NY,562
Marion,GA,561
Greene,MS,560
43,SC,560
Anoka,MN,559
123,MI,558
McDuffie,GA,558
Vilas,WI,558
TG,AL,557
28,SC,557
Mason,WV,556
15,SC,556
Franklin,FL,554
11,AZ,553
Jones,TX,550
Roosevelt,NM,549
Forsyth,NC,544
13,SC,544
Berrien             ,GA,543
Monroe,WI,542
Marion,AL,542
Henderson,NC,542
Taylor,GA,541
Screven             ,GA,541
SAN LUIS OBISPO,CA,541
Letcher,KY,541
Colfax,NM,540
22,SC,539
Colleton County,SC,538
Comanche,TX,536
CHENANGO,NY,536
Colquitt            ,GA,535
Stokes,NC,534
Turner,GA,531
SUMMIT,UT,531
Paulding            ,GA,530
Jackson,WI,530
Cherokee,GA,530
Carter,KY,530
63,CA,528
Lee,GA,528
Richmond,GA,528
McDowell,NC,527
35,ID,527
Dade,GA,527
Uintah,UT,526
Calaveras,CA,526
GRUNDY,TN,525
Murray              ,GA,524
Mayes,OK,523
Coleman,TX,522
093,CA,522
Johnson             ,GA,522
Charlton            ,GA,521
ALLEGANY,NY,521
Hamilton,TX,521
16,SC,521
Lanier,GA,519
Meriwether,GA,518
Cumberland,NC,518
Evans,GA,517
Millard,UT,517
Shelby,AL,517
PISCATAQUIS,ME,516
38,WI,516
Lewis and Clark,MT,515
Elbert,GA,515
Tattnall            ,GA,515
Mitchell            ,GA,512
Ware                ,GA,511
Beaver,UT,511
Crisp,GA,511
Smith,MS,510
CAYUGA,NY,510
Pender,NC,510
Guilford,NC,510
Washburn,WI,509
Catoosa,GA,508
Fannin,GA,508
Pima,AZ,507
Lincoln,NC,507
Tuscaloosa,AL,507
Sawyer,WI,507
San Augustine,TX,506
Perry,AL,506
Union,FL,506
KENNEBEC,ME,505
Wilkes,NC,504
OTSEGO,NY,503
WEAKLEY,TN,503
Wheeler             ,GA,503
Kershaw,SC,502
Jefferson,FL,502
Dade,FL,502
Salem,NJ,501
Houston,GA,500
32,OR,500
CLEARFIELD,PA,499
Dade                ,GA,498
DeKalb,AL,498
Koochiching,MN,497
Plymouth,MA,496
Jones               ,GA,494
Sedgwick,KS,491
Thomas              ,GA,489
Murray,GA,488
IRON,UT,488
CALAVERAS,CA,487
St. Tammany,LA,487
Newton,GA,486
Benton,MS,486
071,CA,485
Kittitas County,WA,483
65,OR,482
Calhoun,FL,482
22,OR,482
CONTRA COSTA,CA,482
Whitley,KY,481
Tallahatchie,MS,481
85,ID,481
Tippah,MS,480
Cherokee,NC,479
89,MT,479
Marshall,MN,479
Hancock,GA,479
Berkeley,WV,479
Long                ,GA,479
Lake of the Woods,MN,479
Putnam,WV,477
Jack,TX,476
SCHOHARIE,NY,476
Union,GA,474
Cowlitz County,WA,474
Lincoln,MT,473
Bee,TX,473
Hays,TX,472
Hood,TX,472
1,OR,470
Fremont,CO,469
Boundary,ID,469
Glynn,GA,468
Clay,WV,468
Wilkinson           ,GA,467
Houston             ,GA,465
37,UT,465
Morris,TX,464
Talbot,GA,464
Hampshire,WV,464
Russell,AL,464
Owsley,KY,463
Harris,GA,462
Laclede,MO,461
Carroll,MS,461
Clarendon County,SC,460
Crawford            ,GA,460
Sumter,FL,460
Dougherty,GA,459
Candler             ,GA,459
Oglethorpe,GA,459
Wheeler,TX,459
Baldwin,GA,459
Tallapoosa,AL,457
TIOGA,NY,457
71,CA,456
Whitfield           ,GA,456
Crisp               ,GA,455
Sumter County,SC,455
81,MT,455
Todd,MN,454
OXFORD,ME,454
Clinch              ,GA,453
Clinch,GA,452
Newton,MS,451
Jefferson           ,GA,450
Santa Fe,NM,449
WASHINGTON,UT,449
39,OR,448
LUZERNE,PA,447
Randall,TX,447
Richmond            ,GA,445
69,OR,444
Grady               ,GA,444
San Miguel,NM,444
3,AZ,444
Powder River,MT,444
Windham,CT,443
MADISON,NY,442
Taylor,WI,442
Montgomery,GA,442
Washington,TX,442
24,SC,442
Shawnee,KS,441
Jefferson,CO,441
Upson               ,GA,440
Atkinson            ,GA,440
Washington          ,GA,440
Mecklenburg,NC,439
Norfolk,MA,438
Potter,TX,438
SCHUYLKILL,PA,437
Monroe,AL,437
WK,AL,437
Martin,KY,435
Shoshone,ID,434
HOT SPRING,AR,434
Seminole,FL,434
SACRAMENTO,CA,434
30,OR,434
Nash,NC,434
063,CA,434
Miller,GA,433
Comal,TX,433
SANTA CRUZ,CA,433
Darlington County,SC,432
Dallas,AL,432
MONTEREY,CA,432
Georgetown,SC,432
Rankin,MS,432
Monroe              ,GA,431
Choctaw,AL,430
SOMERSET,ME,429
Cassia,ID,429
Milam,TX,428
Putnam,GA,428
45,OK,428
Mora,NM,427
Catoosa             ,GA,427
Rusk,WI,427
Early               ,GA,427
St Helena,LA,426
Leslie,KY,426
Simpson,MS,426
Echols              ,GA,426
Marathon,WI,424
Ouachita,AR,423
WAYNE,TN,423
Stephens,TX,422
Wilcox              ,GA,422
Johnson,TX,421
Eastland,TX,419
111,MS,418
25,SC,417
Chatham,GA,416
Madison,GA,415
147,KY,415
Pierce              ,GA,414
Swisher,TX,414
La Salle,TX,414
Kendall,TX,412
023,OR,412
Marion              ,GA,411
Uvalde,TX,411
Lincoln,WI,410
Washakie,WY,410
Calhoun,AL,409
Bleckley            ,GA,409
Greenup,KY,409
Shelby,TX,409
Blanco,TX,408
Davidson,NC,408
York,ME,406
Itawamba,MS,405
St. Helena,LA,402
Turner              ,GA,402
Monongalia,WV,401
Wilcox,AL,401
Modoc,CA,399
SISKIYOU,CA,399
7,SC,398
Charles,MD,398
Lumpkin             ,GA,398
Pend Oreille County,WA,397
Warren,GA,396
Whitfield,GA,396
Miami-Dade,FL,395
007,AZ,395
Jasper,GA,395
Spalding            ,GA,394
Jasper County,SC,394
Lincoln,NM,394
Harlan,KY,393
31,SC,393
Clark County,WA,393
Mason County,WA,392
Rockingham,NC,392
Troup,GA,391
Carbon,WY,391
Box Elder,UT,391
Hopkins,TX,391
Sanders,MT,391
Jenkins             ,GA,390
77,WA,390
Blount,AL,390
Ben Hill            ,GA,390
Liberty,TX,389
Socorro,NM,389
Harrison,WV,388
Placer,CA,388
Yalobusha,MS,388
Johnson,KY,388
Hale,AL,387
Johnston,NC,386
LEWIS,NY,386
Nolan,TX,386
Broward,FL,386
Hancock             ,GA,385
EM,AL,385
Alexander,NC,384
039,OR,384
Karnes,TX,383
Stewart,GA,383
Clarke,MS,383
Neshoba,MS,382
Chesterfield County,SC,382
Macon,GA,382
Kershaw County,SC,381
Stephens,GA,380
37,WA,380
Middlesex,CT,380
NEVADA,CA,380
OUACHITA,AR,379
TUOLUMNE,CA,379
Gordon,GA,379
Bayfield,WI,379
Meriwether          ,GA,379
Bibb,AL,378
39,WI,377
Greene,GA,377
Somerset,ME,377
40,SC,375
SB,AL,374
Wood,WI,374
Natchitoches,LA,374
Boise,ID,374
Carroll             ,GA,374
Hampden,MA,374
Haywood,NC,373
Nicholas,WV,373
SALINE,AR,372
19,AZ,372
Pickens,GA,372
Lander,NV,371
Forsyth             ,GA,370
Hall                ,GA,370
Midland,TX,370
Kemper,MS,370
LAWRENCE,TN,370
Trinity,TX,369
Spalding,GA,368
49,OR,368
Jackson,KY,367
35,SC,366
Sumter              ,GA,366
Claiborne,LA,366
29,MT,366
Colbert,AL,365
Fannin              ,GA,365
Hancock,ME,365
49,CA,365
HERKIMER,NY,365
Bryan North,GA,364
Lexington County,SC,364
Currituck,NC,364
Kerr,TX,364
Grant,OR,364
El Paso,CO,364
KANE,UT,364
43,WI,363
Tolland,CT,363
17,ID,363
WALDO,ME,362
Pulaski             ,GA,362
Johnson,WY,362
Henry,GA,361
21,SC,360
Bacon               ,GA,360
Cook                ,GA,360
Carbon,UT,360
035,OR,359
Etowah,AL,359
103,SD,358
Seminole            ,GA,358
PEARL RIVER,MS,358
YUBA,CA,357
Evans               ,GA,357
Cabarrus,NC,357
Hot Spring,AR,356
Jackson,NC,355
MARION,TN,354
15,ID,354
CN,AL,354
Spokane,WA,353
Grant,NM,353
Dillon,SC,353
Fayette,TX,352
Yadkin,NC,352
1,WI,352
Lee,KY,351
Coosa,AL,350
Rockcastle,KY,350
Randolph,GA,350
Abbeville,SC,348
HANCOCK,ME,348
Lee,SC,348
Chambers,AL,347
20,SC,347
Benewah,ID,347
Clay,AL,347
4,OR,347
Pueblo,CO,347
Leon,FL,347
Franklin,NC,347
HARDIN,TN,346
64,OK,346
Irwin               ,GA,346
Lowndes,AL,345
Grant,AR,344
Clarke,AL,344
Miller,AR,344
Kennebec,ME,344
Donley,TX,343
Eureka,NV,343
Chelan County,WA,343
Lewis County,WA,343
Halifax,VA,343
053,MT,343
Henry               ,GA,342
Fremont,WY,342
Lake,MN,342
Baker,GA,342
Price,WI,342
Live Oak,TX,341
Langlade,WI,341
UNION,AR,340
Craven,NC,340
Saline,AR,340
MILLER,AR,340
New London,CT,339
Macon,NC,339
Covington,AL,339
Cumberland,ME,338
Cullman,AL,337
Echols,GA,336
